 3.1        Tebo-ICT,  license #willjames
C0623        -2.2506    0.5765  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C0624        -2.1416    0.6815   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C0625        -2.0055    1.2155   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C0626        -1.7846    0.7625  180.0  B2   (B)  'NBS_C0201_H13_000S', 'NBS_C0201_H13_000S'
C0801        -3.1256    0.4235    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1301        -0.5846    2.3995  180.0  B1   (B)  'NBS_C0603_H39_000S', 'NBS_C0603_H39_000S'
C1302        -0.9416    2.8235    0.0  B1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C1303        -0.5846    2.5245  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1304        -0.5846    2.3545  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1305        -0.8556    2.8075   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1306        -0.5846    2.2745  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1307        -0.5846    2.4645  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1308        -0.5846    2.3145  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1309        -0.5846    2.5795  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1310        -0.8186    2.8075   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1311        -2.9396    1.9845  270.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1312        -0.6246    2.1145    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1401        -2.4520    2.0520  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1402        -2.4520    2.3470   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1403        -2.4520    2.4970   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1404        -3.0471    2.1070    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1405        -2.4520    2.2020   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1406        -3.0471    2.4420    0.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1407        -3.0471    2.1470    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1408        -3.0471    2.5220    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1409        -3.0471    2.4820    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1410        -2.4520    2.2020  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1411        -3.0471    2.1070    0.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1412        -1.8771    2.0520  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1413        -3.0480    2.0320    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1414        -3.0471    2.4420    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1415        -3.0471    2.0680    0.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1416        -3.0471    2.4820    0.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1417        -2.4520    2.0520   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1418        -2.4520    2.3470  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1419        -3.0471    2.3870    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1420        -2.4520    2.4220   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1421        -3.0471    2.3070    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1422        -2.4520    2.4220  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1423        -2.4520    2.1270   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1424        -2.4520    2.1270  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1425        -3.0471    2.1870    0.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1426        -0.7120    2.0370  180.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1427        -3.0471    2.2670    0.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1428        -3.0471    2.3470    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1501        -1.8771    2.4220  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1502        -1.8771    2.4970  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1503        -1.2960    2.2770  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1504        -1.8771    2.4970   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1505        -1.2971    2.5670   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1506        -1.2960    2.0640   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1507        -1.2971    2.4970   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1508        -1.2960    2.2050   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1509        -1.2971    2.4970  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1510        -1.2960    2.2770   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1511        -1.0925    1.9125  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1512        -1.2960    2.2050  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1513        -1.8771    2.0520   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1514        -1.8771    2.1270   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1515        -1.2546    1.9045  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1516        -1.8771    2.4220   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1517        -1.2960    2.0640  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1518        -1.8771    2.1270  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1519        -0.7150    2.4710  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1520        -1.8771    2.3470  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1521        -1.2971    2.4220  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1522        -1.2971    2.4220   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1523        -1.8771    2.2020   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1524        -1.2960    2.1340   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1525        -0.7036    2.0675  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1526        -1.2960    2.1340  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1527        -1.8771    2.2020  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1528        -1.8771    2.3470   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1605        -1.8396    1.3755   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1606        -1.9106    1.3805  270.0  B2   (T)  'NBS_C0805_H55_000S_B', 'NBS_C0805_H55_000S_B'
C1607        -1.7766    1.4015  270.0  B2   (T)  'NBS_C0805_H55_000S_B', 'NBS_C0805_H55_000S_B'
C1608        -2.0286    1.3865  270.0  B2   (T)  'NBS_C0805_H55_000S_B', 'NBS_C0805_H55_000S_B'
C1609        -1.6955    1.4575   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1610        -1.9615    1.3775   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1611        -0.7016    1.3895  180.0  B2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C1612        -0.7046    1.4315  180.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1613        -1.3970    1.9320  180.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C1614        -1.4921    1.9470   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1615        -3.1235    1.3995   90.0  A2   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C1616        -3.0785    1.4095   90.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1617        -0.5720    2.2295  180.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C1620        -0.6395    1.7995  180.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C1621        -0.6996    2.0295  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1622        -0.6695    1.9415  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1801        -3.1435    1.3065  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C1802        -3.2696    0.9365  270.0  A2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C1803        -3.5095    1.8145  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2101        -1.1056   -0.4275   90.0  B3   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2102        -0.8566    0.1915   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2103        -0.8935    0.1945   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2201        -1.1065    1.1905   90.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2202        -1.1746    1.2495    0.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2203        -0.4845   -1.2755   90.0  B3   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2204        -0.6946    1.1525  180.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2205        -0.6946    1.1045  180.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2309        -1.9076    0.0295  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2310        -1.9475    0.0295  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2311        -1.8916   -0.0795   90.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2312        -1.9276   -0.0795   90.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2401        -1.5745   -0.3280  180.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2402        -1.5071   -0.1630  180.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2501        -0.7226   -3.5245  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2502        -0.4995    0.6695   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2503        -0.7166   -3.4365   90.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2504        -0.5646    1.0295  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2601        -1.6476    0.4615  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2602        -1.5463    0.7944   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2603        -1.6085    0.7375  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2604        -1.5905    0.6335  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2605        -1.4236    0.6835    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2606        -1.5256    0.3845    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2607        -1.6825    0.7817    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2608        -1.7836    0.6105   90.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2609        -1.5905    0.6695  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2610        -1.4546    0.3845  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2611        -1.5015    0.2105    0.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2612        -1.3296    0.6395  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2613        -1.4535    0.6325    0.0  B2   (B)  'NBS_C0805_H57_000S', 'NBS_C0805_H57_000S'
C2614        -1.5366    0.6555  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2615        -1.5496    0.7225    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2616        -1.4813    0.7384  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2617        -1.7175    0.6815  270.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2618        -1.4146    0.5145   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2619        -1.5996    0.3845  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2620        -1.6056    0.4865  270.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2621        -1.5905    0.5975  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2622        -1.4196    0.5815    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2623        -0.5521    1.3145  270.0  B2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2625        -1.4196    0.8945  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2626        -1.5576    0.4795  270.0  B2   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C2627        -1.4906    0.5815    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2628        -1.5046    0.1565    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2629        -1.4096    0.4355  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2630        -1.4455    0.7365  270.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2631        -1.6446    0.7125   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2632        -1.7135    0.5965   90.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2633        -1.7246    0.4365  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2634        -1.5796    0.1565  180.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2635        -1.4746    0.4495    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C2639        -1.2595   -0.2555  180.0  B3   (T)  'NBS_C0805_H57_000S_B', 'NBS_C0805_H57_000S_B'
C2801        -0.6645   -0.5955   90.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C2802        -0.3896   -0.5155  270.0  B3   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3001        -1.6546   -3.5975  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3002        -0.8216   -3.5195  180.0  B4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3003        -1.5095   -2.8555    0.0  B4   (B)  'NBS_C0805_H55_000S', 'NBS_C0805_H55_000S'
C3004        -1.5196   -3.6455    0.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3005        -1.6616   -3.3505    0.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3006        -0.8796   -3.0055  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3007        -1.5086   -3.6935    0.0  B4   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3008        -1.4296   -3.7355  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3009        -1.5095   -3.7355    0.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3010        -1.6616   -3.3135    0.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3011        -1.1896   -3.6805   90.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3012        -1.2846   -3.7505  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3013        -1.6616   -3.2765    0.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3014        -1.6096   -3.8055  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3015        -1.3445   -3.7805  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3016        -1.6096   -3.6885  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3017        -1.0496   -3.8305  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3018        -1.0696   -3.7605  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3019        -1.6846   -3.8055  180.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3020        -1.8006   -2.4705  270.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3021        -1.3756   -2.8195   90.0  B4   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3101        -0.3356    0.7895    0.0  B2   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3201        -3.2045    0.6175  270.0  A2   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3202        -0.4621   -3.9380   90.0  B4   (T)  'NBS_C0402_H28_000S', 'NBS_C0402_H28_000S'
C3309        -3.4996    3.1895   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3310        -3.1995    3.3145  180.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3326        -3.0945    3.3645  180.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3327        -3.5246    3.3215    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3328        -3.4636    3.1895   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3331        -3.0945    3.3245  180.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3332        -3.0945    3.3245  180.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3333        -3.0945    3.3645  180.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3334        -3.2146    3.2245    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3335        -3.2146    3.1845    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3337        -3.5345    3.3745    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3338        -3.5345    3.4145    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3339        -3.5345    3.4545    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3340        -3.4495    3.4045  180.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3341        -3.4495    3.4445  180.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3342        -3.3746    3.1345   90.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3343        -3.1995    3.3205  180.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3344        -3.3226    3.4245  270.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3345        -3.3815    3.4245  270.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3347        -3.1145    3.4095  180.0  A1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3348        -3.2746    3.2845  270.0  A1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3355        -3.6296    3.4195    0.0  A1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3402        -4.5695    3.2920   90.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3403        -4.1395    3.1695   90.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3404        -3.8746    3.4095    0.0  A1   (T)  'NBS_C1206_H75_000S', 'NBS_C1206_H75_000S'
C3405        -4.3995    3.0695  270.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3406        -4.1395    3.0695  180.0  A1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3407        -3.6395    3.6995    0.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3408        -4.4295    3.7145  180.0  A1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3603        -1.0396    3.3945   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3615        -0.5245    3.4755   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3616        -0.7715    3.2145  270.0  B1   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C3617        -0.6395    3.4865    0.0  B1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3618        -0.5245    3.4755   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3626        -0.5095    3.2195    0.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3627        -0.6956    3.1295  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3628        -0.6595    3.1295  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3630        -0.5986    3.3405  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3637        -0.5205    3.3575  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3638        -0.5065    3.2565    0.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3639        -0.9896    3.8195  180.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3640        -0.7845    3.3995   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3641        -0.9646    3.5245  180.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3642        -0.9846    3.7345  180.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3645        -0.4765    3.2435    0.0  B1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3646        -0.5956    3.4155   90.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3647        -0.8136    3.6045   90.0  B1   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C3648        -0.7715    3.6535  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3649        -0.6655    3.6435  270.0  B1   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C3650        -0.7016    3.5675    0.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3651        -0.7296    3.2245   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3652        -0.4945    3.5345  180.0  B1   (T)  'NBS_C0603_H37_000S_B', 'NBS_C0603_H37_000S_B'
C3654        -0.6345    3.2135   90.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3655        -0.5115    3.1495  270.0  B1   (B)  'NBS_C0603_H37_000S', 'NBS_C0603_H37_000S'
C3656        -0.7296    3.2245  270.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3658        -0.7396    3.4855    0.0  B1   (B)  'NBS_C0402_H22_000S', 'NBS_C0402_H22_000S'
C3659        -0.8296    3.4945    0.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3660        -0.8296    3.5345    0.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3661        -0.4096    3.4565  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3662        -0.4835    3.4015  180.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3663        -0.4096    3.3715  270.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
C3664        -0.4145    3.2385  180.0  B1   (T)  'NBS_C0402_H22_000S_B', 'NBS_C0402_H22_000S_B'
